StoryID	Title	Summary	Director	Writer	AirDate	SeriesID	Season	Episode	ObjectCharacters	MainCharacters	MinorCharacters
voy6x16	Collective	Chakotay, Kim, Paris, and Neelix are taken hostage when the Delta Flyer is captured by Borg children in a derelict Cube.  	Allison Liddi	Andrew Shepard Price and Mark Gaberman	2000-02-16	voy	6	16		Kathryn Janeway, Seven of Nine, First	Neelix, Chakotay, Tom Paris, Harry Kim, Tuvok, B'Elanna Torres, The Doctor, Icheb, Mezoti, Azan, Rebi
voy6x17	Spirit Folk	Problems arise from running the holographic Irish village of Fair Haven non- stop, when a malfunction leads the holographic characters to become self- aware.  	David Livingston	Bryan Fuller	2000-02-23	voy	6	17		Tom Paris, Kathryn Janeway, Michael Sullivan	Harry Kim, B'Elanna Torres, The Doctor, Neelix, Chakotay, Seven of Nine, Tuvok, Seamus, Milo, Fitzgerald,  Maggie O'Halloran, Grace Declan, Edith, Mossie Donegan's talking pig
voy6x18	Ashes to Ashes	A deceased crew member resurfaces, claiming to have been resurrected by an alien race who have since adopted her.  	Terry Windell	Ronald Wilkerson	2000-03-01	voy	6	18	Lyndsay Ballard	Kathryn Janeway, Harry Kim	Tuvok, Seven of Nine, Tom Paris, Chakotay, The Doctor, B'Elanna Torres, Neelix, Naomi Wildman, Mezoti, Q'ret, Icheb, Azan, Rebi
voy6x19	Child's Play	The family of Icheb, one of the Borg children, is found, but he is reluctant to rejoin them. Seven, too, is reluctant for him to leave the ship; and his parents are concealing the real reason for desiring his return.  	Mike Vejar	Paul Brown	2000-03-08	voy	6	19	Icheb	Kathryn Janeway, Seven of Nine	B'Elanna Torres, Chakotay, Harry Kim, Tom Paris, Tuvok, The Doctor, Naomi Wildman, Yifey, Leucon, Mezoti, Azan, Rebi, Yivel
voy6x20	Good Shepherd	Three crew members who are under-performing are taken on a mission by Janeway.  	Winrich Kolbe	Dianna Gitto	2000-03-15	voy	6	20		Kathryn Janeway, Mortimer Harren, William Telfer, Tal Celes	Chakotay, Tom Paris, Harry Kim, Seven of Nine, B'Elanna Torres, The Doctor, Tuvok, Neelix, Unnamed Engineer
voy6x21	Live Fast and Prosper	Con artists impersonate Janeway and Tuvok.  	LeVar Burton	Robin Burger	2000-04-19	voy	6	21		Kathryn Janeway, Orek, Dala	B'Elanna Torres, Neelix, Tuvok, Harry Kim, Tom Paris, Chakotay, The Doctor, Seven of Nine, Mobar, Zar, Varn, Miner #1, Miner #2
voy6x22	Muse	Torres is stranded on a bronze-age planet after a crash in the Delta Flyer, where she helps a playwright adapt the story of Voyager to the stage. Also, Kim is missing in an escape pod.  	Mike Vejar	Joe Menosky	2000-04-26	voy	6	22	B'Elanna Torres	Kelis, Kathryn Janeway, Harry Kim 	The Doctor, Seven of Nine, Chakotay, Tuvok, Neelix, Tom Paris, Layna, Jero, Tanis, Warlord, Chorus #1, Chorus #2, Chorus #3
voy6x23	Fury	A much older and more powerful Kes returns to Voyager, and attempts to travel back in time to change her history.  	John Bruno	Rick Berman and Brannon Braga	2000-05-03	voy	6	23	Kes	Kathryn Janeway, Tuvok,	Neelix, Chakotay, Harry Kim, Tom Paris, The Doctor, B'Elanna Torres, Seven of Nine, Samantha Wildman, Naomi Wildman, Vidiian captain, Joe Carey
voy6x24	Life Line	The Doctor's creator, Lewis Zimmerman, is dying in the Alpha Quadrant from a disease similar to the Vidiian phage. The Doctor's compressed matrix is transferred to Zimmerman's lab on the Jupiter station, to assist Mr. Barclay and Counselor Troi in attempting to treat the illness.  	Terry Windell	John Bruno and Robert Picardo	2000-05-10	voy	6	24	The Doctor	Reginald Barclay, Lewis Zimmerman, Janeway,	Seven of Nine, Tom Paris, Chakotay, Tuvok, B'Elanna Torres, Harry Kim, Neelix, Deanna Troi, Hayes, Haley
voy6x25	The Haunting of Deck Twelve	As Voyager travels through a nebula, all ship's power is turned off, giving Neelix an opportunity to tell the Borg children a ghost story.  	David Livingston	Mike Sussman	2000-05-17	voy	6	25	Neelix	Kathryn Janeway, Icheb, Mezoti, Azan, Rebi	Seven of Nine, Tuvok, Tom Paris, Chakotay, Harry Kim, The Doctor, B'Elanna Torres, Tal Celes
voy6x26	Unimatrix Zero, Part I	Janeway, B'Elanna and Tuvok infiltrate a Borg Cube in an attempt to save Borg drones who are trying to develop individuality.  	Allan Kroeker	Mike Sussman	2000-05-24	voy	6	26	Seven of Nine	Kathryn Janeway, Borg Queen, Axum	Chakotay, Tuvok, Tom Paris, B'Elanna Torres, Harry Kim, The Doctor, Korok, Laura, Alien Child
voy7x01	Unimatrix Zero, Part II	Janeway, B'Elanna and Tuvok are assimilated by the Borg while attempting to save the group of drones who have developed individuality.  	Mike Vejar	Mike Sussman, Brannon Braga and Joe Menosky	2000-10-04	voy	7	1		Seven of Nine, Chakotay, Kathryn Janeway, B'Elanna Torres, Tuvok, Borg Queen, Axum	Tom Paris, Harry Kim, The Doctor, Neelix, Korok, Laura, Alien Child
voy7x02	Imperfection	When her cortical implant malfunctions, Seven of Nine needs a life-saving transplant.  	David Livingston	André Bormanis	2000-10-11	voy	7	2	Seven of Nine	Kathryn Janeway, The Doctor, Icheb	The Doctor, Neelix, Tom Paris, Chakotay, Harry Kim, Tuvok, B'Elanna Torres, Rebi, Azan, Mezoti, Wysanti, Salvage Alien #1, Salvage Alien #2, Salvage Alien #3
voy7x03	Drive	The crew of Voyager enters the Delta Flyer in a sub-warp race, crewed by Tom Paris and B'Elanna Torres, and events conspire to encourage Tom to propose to her.  	Winrich Kolbe	Michael Taylor	2000-10-18	voy	7	3	Tom Paris	Harry Kim, B'Elanna Torres, Irina	The Doctor, Kathryn Janeway, Tuvok, Chakotay, Neelix, Seven of Nine, O'Zaal, Assan, Joxom
voy7x04	Repression	Ex-Maquis crew members are attacked after a data stream arrives from Starfleet.  	Winrich Kolbe	Kenneth Biller	2000-10-25	voy	7	4	Tuvok	Kathryn Janeway, Teero Anaydis	B'Elanna Torres, Tom Paris, The Doctor, Chakotay, Harry Kim, Seven of Nine, Neelix, Chell, Tabor, Jor, Yosa, Sek, Doyle
voy7x05	Critical Care	The Doctor's program is stolen and he is forced to work in an alien hospital, where he skillfully manipulates the system to provide ethical medical care.  	Terry Windell	Kenneth Biller and Robert J. Doherty	2000-11-01	voy	7	5	The Doctor	Kathryn Janeway, Voje, Chellick	Tom Paris, Harry Kim, Neelix, Tuvok, B'Elanna Torres, Chakotay, Seven of Nine, Gar, Dysek, Tebbis, Kipp
voy7x06	Inside Man	A hologram of Reginald Barclay is sent to Voyager, supposedly to implement a dangerous plan to bring them home; but the hologram has been tampered with by some Ferengi, who are trying to steal valuable Borg nanoprobes from Seven of Nine.  	Allan Kroeker	Robert J. Doherty	2000-11-08	voy	7	6		Kathryn Janeway, Reginald Barclay, Deanna Troi, The Doctor,	Harry Kim, Tom Paris, Seven of Nine, Chakotay, Tuvok, Neelix, B'Elanna Torres, Owen Paris, Peter Harkins, Leosa, Gegis, Yeggie, Nunk
voy7x07	Body and Soul	During an emergency on a mission, The Doctor is forced to upload his program into Seven of Nine's Borg implants, allowing him to experience real sensations for the first time.  	Robert Duncan McNeill	Michael Taylor	2000-11-15	voy	7	7	Seven of Nine	The Doctor, Harry Kim, Tuvok, Kathryn Janeway	Tom Paris, B'Elanna Torres, Chakotay, Neelix, Ranek, T'Pel, Jaryn
voy7x08	Nightingale	Harry Kim takes command of an alien ship that has lost its officers in an attack.  	LeVar Burton	Robert Lederman and Dave Long	2000-11-22	voy	7	8	Harry Kim	Seven of Nine, Kathryn Janeway, Icheb, B'Elanna Torres, Terek	Tom Paris, Neelix, Chakotay, Tuvok, The Doctor, Loken, Annari Commander, Brell, Dayla, Geral
voy7x09	Flesh and Blood	Voyager's hologram technology, which Janeway had previously donated to the Hirogen, has been modified to make the holographic "prey" more cunning, enabling the hologram characters to rebel against their new masters.  	Mike Vejar  David Livingston	Jack Monaco, Bryan Fuller and Raf Green	2000-11-29	voy	7	9		Kathryn Janeway, The Doctor, Donik, Iden	Chakotay, Tom Paris, Harry Kim, Seven of Nine, Tuvok, B'Elanna Torres, Neelix, Kejal, Weiss, Beta Hirogen, First Alpha Hirogen, Second Alpha Hirogen, Hirogen #1, Hirogen #2, Hirogen #3, Nuu'Bari Miner, Nuu'Bari Hologram One
voy7x10	Flesh and Blood	Voyager's hologram technology, which Janeway had previously donated to the Hirogen, has been modified to make the holographic "prey" more cunning, enabling the hologram characters to rebel against their new masters.  	Mike Vejar  David Livingston	Jack Monaco, Bryan Fuller and Raf Green	2000-11-29	voy	7	10			
voy7x11	Shattered	Voyager is fractured into several time periods by an accident, and only Chakotay is able to move between them, in the process meeting old friends and old foes from the previous six seasons.  	Terry Windell	Mike Sussman and Michael Taylor	2001-01-17	voy	7	11	Chakotay	Kathryn Janeway	Icheb, Naomi Wildman, Harry Kim, Seven of Nine, B'Elanna Torres, The Doctor, Tom Paris, Neelix, Tuvok, Doctor Chaotica, Lonzak, Seska, Rulat, Andrews
voy7x12	Lineage	Now married to Tom Paris, B'Elanna Torres discovers she is pregnant. The Doctor tells her to expect a daughter; but B'Elanna's unresolved fear of the childhood traumas, which she suffered as a part-Klingon girl growing up among humans, makes her determined to remove her child's Klingon DNA.  	Peter Lauritson	James Kahn	2001-01-24	voy	7	12	B'Elanna Torres, Tom Paris	The Doctor	Kathryn Janeway, Icheb, Seven of Nine, Neelix, Chakotay, Harry Kim, Tuvok, John Torres, Carl Torres, Dean Torres, Elizabeth, Michael Torres
voy7x13	Repentance	Prisoners are brought onto Voyager from a damaged alien vessel, and the crew must deliver them to their destination – for execution.  	Mike Vejar	Mike Sussman and Robert J. Doherty	2001-01-31	voy	7	13		Kathryn Janeway, The Doctor, Seven of Nine, Neelix, Iko, Joleg, Yediq	Tom Paris, Harry Kim, Tuvok, B'Elanna Torres, Chakotay
voy7x14	Prophecy	Voyager encounters an ancient Klingon battlecruiser. The Klingons aboard it had set out long ago to find their savior, and they believe it to be Tom and B'Elanna's unborn child.  	Terry Windell	Larry Nemecek, J. Kelley Burke, Raf Green and Kenneth Biller	2001-02-07	voy	7	14		Kathryn Janeway, Kohlar, B'Elanna Torres	Tom Paris, Harry Kim, Tuvok, Chakotay, Seven of Nine, Neelix, The Doctor, T'Greth, Morak, Ch'Rega
voy7x15	The Void	Voyager is pulled into a void, where the ships that have become trapped attack each other for food and resources.  	Mike Vejar	Raf Green and Kenneth Biller	2001-02-14	voy	7	15		Kathryn Janeway, Chakotay, Seven of Nine, Tom Paris, Valen	Neelix, B'Elanna Torres, Tuvok, Harry Kim, The Doctor, Loquar, Garon, Fantome, Bosaal
voy7x16	Workforce, Part I	The Voyager crew is brainwashed into taking new jobs on an industrialized planet that has a severe labor shortage, leaving only Chakotay, Kim and Neelix (who were on an away mission) and the Doctor (who, in the absence of the crew, has become the Emergency Command Hologram) to save them.  	Allan Kroeker	Kenneth Biller and Bryan Fuller	2001-02-21	voy	7	16		Kathryn Janeway, Jaffen, Chakotay, The Doctor, Neelix, Harry Kim, Tom Paris, B'Elanna Torres, Tuvok	Kadan, Quarren Ambassador, Seven of Nine, Umali, Supervisor, Coyote, Security Officer #2, Med Tech, Security Officer #1
voy7x17	Workforce, Part II	Chakotay and Neelix take jobs on the new planet, and try to rescue their amnesiac crewmates – who don't want to leave.  	Roxann Dawson	Kenneth Biller and Bryan Fuller	2001-02-28	voy	7	17		Kathryn Janeway, Jaffen, Chakotay, The Doctor, B'Elanna Torres, Tuvok, Seven of Nine	Tom Paris, Neelix, Harry Kim, Kadan, Quarren Ambassador, Supervisor, Yerid, Coyote, Ravoc, Security Officer #2, Alien Surgeon, Security Officer #3
voy7x18	Human Error	Seven practices her social skills on the holodeck.  	Allan Kroeker	André Bormanis and Kenneth Biller	2001-03-07	voy	7	18	Seven of Nine	Kathryn Janeway, Chakotay, The Doctor	B'Elanna Torres, Tuvok, Tom Paris, Neelix, Harry Kim, Icheb
voy7x19	Q2	Q leaves his son (Q2) on Voyager to learn from the crew.  	LeVar Burton	Kenneth Biller	2001-04-11	voy	7	19	Q Junior	Q, Kathryn Janeway, Icheb	Tuvok, Chakotay, B'Elanna Torres, Seven of Nine, Neelix, The Doctor, Tom Paris, Q Judge, Chokuzan Commander, Nausicaan, Bolian
voy7x20	Author, Author	The Doctor writes a holo-novel to be published in the Alpha Quadrant, featuring characters who closely resemble – but do not flatter – the crew.  	David Livingston	Brannon Braga	2001-04-18	voy	7	20	The Doctor	Kathryn Janeway, Tom Paris, Tuvok, Ardon Broht	Reginald Barclay, Neelix, Harry Kim, Chakotay, Seven of Nine, B'Elanna Torres, Owen Paris, Irene Hansen, John Torres, John Kim, Mary Kim, Arbitrator
voy7x21	Friendship One	The crew is sent on its first mission by Starfleet in nearly seven years: to find a lost probe sent by Earth in the 21st century that has ended up in the Delta Quadrant.  	Mike Vejar	Michael Taylor and Bryan Fuller	2001-04-25	voy	7	21		Kathryn Janeway, Tom Paris, Neelix, The Doctor, Verin, Otrin	Harry Kim, B'Elanna Torres, Chakotay, Seven of Nine, Tuvok, Brin, Yun, Hendricks, Joe Carey, Technician #1, Technician #2, alien lieutenant
voy7x22	Natural Law	Seven and Chakotay are stranded on a planet with primitive humanoids.  	Terry Windell	Kenneth Biller and James Kahn	2001-05-02	voy	7	22		Chakotay, Seven of Nine, Kathryn Janeway, Tom Paris	Harry Kim, B'Elanna Torres, Neelix, Tuvok, The Doctor, Healer, Ventu Girl, Ledosian Ambassador, Kleg, Barus, Port Authority Officer, Transporter N.D.
voy7x23	Homestead	Voyager encounters a Talaxian settlement leaving Neelix with the difficult decision of whether to leave the crew.  	LeVar Burton	Raf Green	2001-05-09	voy	7	23	Neelix	Kathryn Janeway, Dexa, Brax	B'Elanna Torres, Harry Kim, Tom Paris, The Doctor, Tuvok, Chakotay, Seven of Nine, Naomi Wildman, Oxilon, Nocona, Miner
voy7x24	Renaissance Man	The Doctor is forced to help aliens steal Voyager's warp core.  	Mike Vejar	Andrew Shepard Price and Mark Gaberman	2001-05-16	voy	7	24	The Doctor	Kathryn Janeway, Chakotay, Tuvok, Tom Paris, Nar, Zet	B'Elanna Torres, Harry Kim, Seven of Nine, Vorik 
voy7x25	Endgame	In the future where it took Voyager 23 years to get home, Admiral Janeway devises a plan to alter history. As the crew enters a final showdown with the Borg, the two Janeways implement a risky plan to take out one of the six Borg Transwarp Hubs in the galaxy and simultaneously cross the transwarp threshold to get home.  	Allan Kroeker	Rick Berman, Kenneth Biller and Brannon Braga	2001-05-23	voy	7	25		Kathryn Janeway, The Doctor, Tom Paris, B'Elanna Torres, Tuvok, Chakotay, Seven of Nine, Harry Kim 	Reginald Barclay, Neelix, Owen Paris, Korath, Icheb, Miral Paris, Borg Queen, Lana, Sabrina
voy7x26	Endgame	In the future where it took Voyager 23 years to get home, Admiral Janeway devises a plan to alter history. As the crew enters a final showdown with the Borg, the two Janeways implement a risky plan to take out one of the six Borg Transwarp Hubs in the galaxy and simultaneously cross the transwarp threshold to get home.  	Allan Kroeker	Rick Berman, Kenneth Biller and Brannon Braga	2001-05-23	voy	7	26			
