StoryID	Title	Summary	Director	Writer	AirDate	SeriesID	Season	Episode	ObjectCharacters	MainCharacters	MinorCharacters
tng3x10	The Defector	Determined to avert a war, a Romulan officer defects to warn Picard of his Empire's invasion plans.  	Robert Scheerer	Ronald D. Moore	1990-01-01	tng	3	10	Alidar Jarok	Jean-Luc Picard, Data	William T. Riker, Geordi La Forge
tng3x11	The Hunted	A genetically modified soldier reveals the social problems of a world hoping to join the Federation . Guest star James Cromwell as Prime Minister Nayrok.  	Cliff Bole	Robin Bernheim	1990-01-08	tng	3	11	Roga Danar	Jean-Luc Picard, Nayrok	William T. Riker, Deanna Troi, Worf, Data
tng3x12	The High Ground	Dr. Crusher is kidnapped by terrorists who need medical assistance as the technology employed in their attacks is detrimental to their own health.  	Gabrielle Beaumont	Melinda M. Snodgrass	1990-01-29	tng	3	12	Beverly Crusher	Kyril Finn	Jean-Luc Picard, William T. Riker, Wesley Crusher, Alexana Devos
tng3x13	Deja Q	The Q Continuum strips Q of his powers, and dumps him aboard the Enterprise .  	Les Landau	Richard Danus	1990-02-05	tng	3	13	Q	Jean-Luc Picard, Data	Geordi La Forge, William T. Riker
tng3x14	A Matter of Perspective	Riker is accused of murder, and the holodeck is used to reconstruct the events from different perspectives.  	Cliff Bole	Ed Zuckerman	1990-02-12	tng	3	14	William T. Riker	Nel Apgar, Krag	Jean-Luc Picard, Data, Deanna Troi, Manua Apgar
tng3x15	Yesterday's Enterprise	The Enterprise-C arrives from the past, causing a shift in reality—and the return of the deceased Tasha Yar .  	David Carson	Trent Christopher Ganino  and  Eric A. Stillwell	1990-02-19	tng	3	15		Jean-Luc Picard, Guinan, Rachel Garrett	Richard Castillo, Natasha Yar
tng3x16	The Offspring	Data creates a young gynoid , which he considers his daughter, "Lal". But a Starfleet admiral arrives demanding she be removed from the Enterprise . Guest star Hallie Todd as Lal.  	Jonathan Frakes	René Echevarria	1990-03-12	tng	3	16	Data	Jean-Luc Picard, Lal, Anthony Haftel	Deanna Troi
tng3x17	Sins of the Father	Worf goes on trial to prove his father's innocence after the Klingon High Council declares that Worf's father is a traitor, and worked with the Romulans all along.  	Les Landau	Drew Deighan	1990-03-19	tng	3	17	Worf	Jean-Luc Picard, Kurn	William T. Riker
tng3x18	Allegiance	Aliens kidnap Picard and replace him with a duplicate, who sends the Enterprise to a pulsar . Meanwhile, the real Picard and three other captives try to escape from their prison.  	Winrich Kolbe	Richard Manning  and  Hans Beimler	1990-03-26	tng	3	18	Jean-Luc Picard	William T. Riker, Mitena Haro, Kova Tholl, Esoqq, Picard (impostor)	Deanna Troi, Beverly Crusher, Abducting Alien no. 1, Abducting Alien no. 2
tng3x19	Captain's Holiday	Picard is convinced to take some much needed shore leave, but gets wrapped up in a woman's treasure hunt. Guest star Max Grodenchik as Sovak.  	Chip Chalmers	Ira Steven Behr	1990-04-02	tng	3	19	Jean-Luc Picard	Vash, Sovak	Ajur, Boratus, William T. Riker
tng3x20	Tin Man	A gifted telepath whom Deanna Troi once treated as a patient comes aboard to establish first contact with an unknown vessel near an unstable star before the Romulans do.  	Robert Scheerer	Dennis Putman Bailey  and  David Bischoff	1990-04-23	tng	3	20	Tam Elbrun	Jean-Luc Picard, Data	Deanna Troi, Geordi La Forge, William T. Riker
tng3x21	Hollow Pursuits	Lt. Barclay 's use of the holodeck as an escape interferes with his duties. Meanwhile, the Enterprise suffers from mysterious and random malfunctions.  	Cliff Bole	Sally Caves	1990-04-30	tng	3	21	Reginald Barclay	Geordi La Forge	Deanna Troi, William T. Riker, Jean-Luc Picard
tng3x22	The Most Toys	An obsessed collector is determined to add Data to his private collection of unique items. Guest star Saul Rubinek as Kivas Fajo.  	Timothy Bond	Shari Goodhartz	1990-05-07	tng	3	22	Data	Varria, Kivas Fajo	Jean-Luc Picard, William T. Riker, Geordi La Forge, Palor Toff
tng3x23	Sarek	The Enterprise is plagued by an outbreak of violence when it is visited by the renowned Vulcan ambassador, Sarek . Discovering that Sarek is suffering from an incurable disease, Captain Picard must allow a mind-meld with him so that the ambassador can complete a last vital negotiation between the Federation and the Legaran .  	Les Landau	Peter S. Beagle From an unpublished story by Marc Cushman  and  Jake Jacobs	1990-05-14	tng	3	23	Jean-Luc Picard	Sarek	William T. Riker, Data, Beverly Crusher, Perrin, Ki Mendrossen, Sakkath
tng3x24	Ménage à Troi	The Ferengi kidnap Deanna , her mother and Riker .  	Robert Legato	Fred Bronson  and  Susan Sackett	1990-05-28	tng	3	24	Deanna Troi, Lwaxana Troi	William T. Riker, Tog	Wesley Crusher, Farek, Nibor
tng3x25	Transfigurations	The Enterprise rescues a humanoid with amnesia and incredible healing powers.  	Tom Benko	René Echevarria	1990-06-04	tng	3	25	John Doe	Geordi La Forge, Beverly Crusher	Jean-Luc Picard, Worf, Data, Christy Henshaw
tng3x26	The Best of Both Worlds	Picard is kidnapped by the Borg , who begin their invasion of Federation space.  	Cliff Bole	Michael Piller	1990-06-18	tng	3	26	Jean-Luc Picard	Shelby	Data, Geordi La Forge
tng4x01	The Best of Both Worlds, Part II	Picard is rescued from the Borg as the Enterprise races to save Earth. A great number of Starfleet ships are destroyed by the lone Borg ship, although an away team finally rescues Picard. Data interfaces with the half-Borg Picard and finds a way to shut down the Borg ship. Guest star Elizabeth Dennehy as Starfleet Commander Shelby.  	Cliff Bole	Michael Piller	1990-09-24	tng	4	1	William T. Riker	Jean-Luc Picard, Shelby	Geordi La Forge, Worf, Data
tng4x02	Family	While the Enterprise is going under repairs at Earth, Captain Picard visits his brother's family in France, Lt. Worf 's adoptive human parents come to see him aboard the ship and Dr. Crusher gives her son Wesley a personal holo-recording left by his late father shortly after the boy's birth.  	Les Landau	Ronald D. Moore	1990-10-01	tng	4	2	Jean-Luc Picard	Robert Picard, Worf, Wesley Crusher	Deanna Troi, Beverly Crusher, Rene Picard, Marie Picard, Sergey Rozhenko, Helana Rozhenko
tng4x03	Brothers	Data is summoned by his creator Noonien Soong who is still alive, and they are joined by Lore .  	Rob Bowman	Rick Berman	1990-10-08	tng	4	3	Data	Lore, Noonian Soong	Jean-Luc Picard, William T. Riker, Beverly Crusher, Jake Potts, Willie Potts
tng4x04	Suddenly Human	Picard must help a human boy, raised by aliens, to decide his fate.  	Gabrielle Beaumont	Ralph Phillips	1990-10-15	tng	4	4	Jean-Luc Picard	Jono	Endar, Deanna Troi
tng4x05	Remember Me	After an apparent failure of a warp-field experiment, people begin to disappear from the Enterprise with only Dr. Crusher remembering that they ever existed.  	Cliff Bole	Lee Sheldon	1990-10-22	tng	4	5	Beverly Crusher	Wesley Crusher	Jean-Luc Picard, Geordi La Forge, Galen Quaice, The Traveler
tng4x06	Legacy	Tasha Yar 's sister Ishara seeks to restore order on their conflict-ridden colony world.  	Robert Scheerer	Joe Menosky	1990-10-29	tng	4	6	Ishara Yar	Data	Jean-Luc Picard, William T. Riker, Hayne
tng4x07	Reunion	Worf 's ex-girlfriend returns, and along with Picard , the two mediate a Klingon power dispute and Worf discovers more family.  	Jonathan Frakes	Drew Deighan  and  Thomas Perry and Jo Perry	1990-11-05	tng	4	7	Worf	Alexander Rozhenko, Jean-Luc Picard, K'Ehleyr	K'Mpec, Duras, Gowron
tng4x08	Future Imperfect	Riker finds himself sixteen years in the future, his memory of the interim erased by a dormant virus.  	Les Landau	J. Larry Carroll  and  David Bennett Carren	1990-11-12	tng	4	8	William T. Riker	Barash	Jean-Luc Picard, Deanna Troi, Tomalak, Min Riker
tng4x09	Final Mission	Wesley sets off on his final mission with the Enterprise accompanied by Picard , but they become stranded on a desert planet.  	Corey Allen	Kacey Arnold-Ince	1990-11-19	tng	4	9	Jean-Luc Picard, Wesley Crusher	Dirgo	William T. Riker, Geordi La Forge, Data, Beverly Crusher, Songi
tng4x10	The Loss	An unknown force captures the Enterprise and causes Deanna to lose her empathic powers.  	Chip Chalmers	Hilary J. Bader	1990-12-31	tng	4	10	Deanna Troi		Jean-Luc Picard, William T. Riker, Beverly Crusher, Data, Geordi La Forge, Janet Brooks
tng4x11	Data's Day	Data gets dancing lessons from Dr. Crusher in preparation of Chief O'Brien 's wedding as the Enterprise brings Ambassador T'Pel to the Romulans for negotiations.  	Robert Wiemer	Harold Apter	1991-01-07	tng	4	11	Data, Miles O'Brien, Keiko O'Brien		Jean-Luc Picard, Geordi La Forge, Worf, Beverly Crusher, T'Pel, Deanna Troi, William T. Riker, Spot
tng4x12	The Wounded	A rogue Starfleet Captain jeopardizes the Cardassian peace treaty.  	Chip Chalmers	Stuart Charno  and  Sara Charno and Cy Chermak	1991-01-28	tng	4	12	Miles O'Brien, Benjamin Maxwell		Jean-Luc Picard, Macet, Telle, Glinn Dara
tng4x13	Devil's Due	A powerful mythic figure from a millennium ago returns to enslave a planet in accordance with a contract. However Picard is convinced she is an opportunistic charlatan. Guest star Marta DuBois as Ardra.  	Tom Benko	Philip LaZebnik and William Douglas Lansford	1991-02-04	tng	4	13	Ardra	Jean-Luc Picard	Data, Acost Jared, Worf, Deanna Troi, Howard Clark
tng4x14	Clues	The crew, with the exception of Data , is rendered unconscious for 30 seconds after going through a localized wormhole . However, various clues suggest they were unconscious for an entire day.  	Les Landau	Bruce D. Arthurs	1991-02-11	tng	4	14	Data	Jean-Luc Picard	Guinan, Beverly Crusher, Geordi La Forge, Deanna Troi
tng4x15	First Contact	Riker is hospitalized during a botched pre-first contact mission. Xenophobia results in increasing hostility toward his presence.  	Cliff Bole	Marc Scott Zicree	1991-02-18	tng	4	15		William T. Riker, Jean-Luc Picard, Mirasta Yale, Avel Durken, Krola	Deanna Troi, Berel, Nilrem, Tava
tng4x16	Galaxy's Child	The Enterprise accidentally kills a space creature, and the crew rush to save its unborn offspring. Meanwhile, Geordi meets the engineer he fell in love with and finds to his shock, she's nothing like the woman he encountered on the holodeck . Guest star Susan Gibney as Dr. Leah Brahms.  	Winrich Kolbe	Thomas Kartozian	1991-03-11	tng	4	16	Geordi La Forge	Jean-Luc Picard, Leah Brahms	Data, William T. Riker, Beverly Crusher, Guinan
tng4x17	Night Terrors	The Enterprise is trapped in a rift. The crew succumbs to REM sleep deprivation, while Deanna has a recurring nightmare.  	Les Landau	Shari Goodhartz	1991-03-18	tng	4	17	Deanna Troi		Jean-Luc Picard, Data, William T. Riker, Andrus Hagen, Beverly Crusher, Gillespie
tng4x18	Identity Crisis	Geordi transforms into an alien creature with strong instinct to return to its planet of origin.  	Winrich Kolbe	Timothy DeHaas	1991-03-25	tng	4	18	Geordi La Forge	Susanna Leijten	Jean-Luc Picard, Data, Beverly Crusher
tng4x19	The Nth Degree	After an encounter with an alien probe Barclay experiences great leaps in confidence and intelligence.  	Robert Legato	Joe Menosky	1991-04-01	tng	4	19	Reginald Barclay		Jean-Luc Picard, Geordi La Forge, Deanna Troi, Beverly Crusher
tng4x20	Qpid	Q returns to test Picard 's love for an old flame.  	Cliff Bole	Randee Russell and Ira Steven Behr	1991-04-22	tng	4	20	Q, Jean-Luc Picard	Vash	Geordi La Forge, Worf, Data, William T. Riker, Beverly Crusher, Deanna Troi, Sir Guy of Gisbourne
tng4x21	The Drumhead	A witchhunt ensues for suspected Romulan spies aboard the Enterprise . Guest star Jean Simmons as Rear Admiral Norah Satie.  	Jonathan Frakes	Jeri Taylor	1991-04-29	tng	4	21	Jean-Luc Picard	Norah Satie	D'Jan, Worf, Geordi La Forge, Sabin Genestra, Simon Tarses
tng4x22	Half a Life	Lwaxana Troi finally finds love, but discovers her man must undergo a ritualistic suicide. Guest star David Ogden Stiers as Timicin.  	Les Landau	Ted Roberts and Peter Allan Fields	1991-05-06	tng	4	22	Lwaxana Troi	Timicin	Deanna Troi, Jean-Luc Picard
tng4x23	The Host	Dr. Crusher falls in love with Odan, only to discover that Odan is a symbiote, which is implanted into Riker after his original host dies. Odan continues peace negotiations using Riker as a temporary host.  	Marvin V. Rush	Michel Horvat	1991-05-13	tng	4	23	William T. Riker	Odan	Leka Trion, Deanna Troi, Kalin Trose
tng4x24	The Mind's Eye	The Romulans brainwash Geordi to carry out a covert mission.  	David Livingston	Ken Schafer and René Echevarria	1991-05-27	tng	4	24	Geordi La Forge	Worf	Jean-Luc Picard, William T. Riker, Data, Kell, Taibak, Vagh
tng4x25	In Theory	Data participates in a romantic relationship with a fellow crew member.  	Patrick Stewart	Joe Menosky and Ronald D. Moore	1991-06-03	tng	4	25	Data	Jenna D'Sora	Jean-Luc Picard, Guinan, Spot
tng4x26	Redemption	Worf leaves the Enterprise to fight on behalf of Gowron in a Klingon civil war.  	Cliff Bole	Ronald D. Moore	1991-06-17	tng	4	26	Worf	Jean-Luc Picard, Gowron	Guinan, Kurn, Lursa, B'Etor, Toral, Sela, K'Tal
tng5x01	Redemption II	A fleet of 23 Federation ships blockades Romulan support to the Duras family, resulting in Gowron's installation as Chancellor.  	David Carson	Ronald D. Moore	1991-09-23	tng	5	1	Worf	Jean-Luc Picard, Data, Sela	Kurn, Geordi La Forge, William T. Riker, Lursa, B'Etor, Toral, Gowron, Christopher Hobson
tng5x02	Darmok	Picard must learn to communicate with an alien captain who speaks in metaphors before a dangerous beast kills them both. Guest star Paul Winfield as Dathan.  	Winrich Kolbe	Philip LaZebnik and Joe Menosky	1991-09-30	tng	5	2	Jean-Luc Picard, Dathon		William T. Riker, Data, Deanna Troi, Geordi La Forge
tng5x03	Ensign Ro	After an attack on a Federation outpost, Picard is sent to locate a Bajoran terrorist, with the help of Ensign Ro Laren .  	Les Landau	Rick Berman  and  Michael Piller	1991-10-07	tng	5	3	Ro Laren	Jean-Luc Picard	Kennelley, William T. Riker, Guinan, Orta
tng5x04	Silicon Avatar	The crew, with the help of a scientist whose son lived on Data's home world, attempt to communicate with the Crystalline Entity .  	Cliff Bole	Lawrence V. Conley	1991-10-14	tng	5	4		Data, Kila Marr	Jean-Luc Picard, William T. Riker, Renny, Carmen Davila
tng5x05	Disaster	The Enterprise is without power, trapping Picard in a turbolift with three children and trapping others in various locations. Command of the bridge falls to Counselor Troi , who feels ill-prepared.  	Gabrielle Beaumont	Ron Jarvis  and  Philip A. Scorza	1991-10-21	tng	5	5	Deanna Troi, Jean-Luc Picard	Data, William T. Riker	Beverly Crusher, Geordi La Forge, O'Brien, Ro Laren, Keiko, Worf, Marissa Flores, Jay Gordon Grass, Patterson Supra
tng5x06	The Game	Wesley visits the Enterprise , but finds the crew addicted to a mind-altering computer game. Guest star Ashley Judd as Robin Lefler.  	Corey Allen	Susan Sackett  and  Fred Bronson and Brannon Braga	1991-10-28	tng	5	6	Wesley Crusher, Robin Lefler		Jean-Luc Picard, William T. Riker, Beverly Crusher, Data, Etana Jol
tng5x07	Unification I	Spock is reported to have defected to the Romulans. Picard and Data travel to Romulus on a cloaked Klingon vessel to investigate.  	Les Landau	Rick Berman and Michael Piller	1991-11-04	tng	5	7	Jean-Luc Picard	Spock, Data	Sarek, William T. Riker, Klim Dokachin, Deanna Troi
tng5x08	Unification II	Spock attempts to unify the Vulcans and Romulans in peace, but falls into a Romulan trap.  	Cliff Bole	Rick Berman and Michael Piller	1991-11-11	tng	5	8	Jean-Luc Picard, Spock		Data, Pardek, William T. Riker, Neral, Sela, Omag
tng5x09	A Matter of Time	An apparent historian from the 26th century visits the Enterprise , while they help a planet prevent a nuclear winter . Guest star Matt Frewer as Berlinghoff Rasmussen.  	Paul Lynch	Rick Berman	1991-11-18	tng	5	9	Berlinghoff Rasmusen	Jean-Luc Picard	William T. Riker, Data, Geordi La Forge, Hal Moseley
tng5x10	New Ground	Worf tries to be a father to his son, Alexander, while the Enterprise helps to test a new propulsion technology.  	Robert Scheerer	Sara Charno and Stuart Charno	1992-01-06	tng	5	10	Worf, Alexander Rozhenko	Jean-Luc Picard	Deanna Troi, Geordi La Forge, Ja'Dar
tng5x11	Hero Worship	Data saves the life of an orphaned boy, who begins to emulate him.  	Patrick Stewart	Hilary J. Bader	1992-01-27	tng	5	11	Data	Timothy	Jean-Luc Picard, Geordi La Forge, Deanna Troi
tng5x12	Violations	An alien traveling aboard the Enterprise telepathically molests Troi and invades the minds of Beverly Crusher and William Riker .  	Robert Wiemer	Shari Goodhartz and T. Michael and Pamela Gray	1992-02-03	tng	5	12		Jean-Luc Picard, Deanna Troi, Inad, Tarmin, Jev	William T. Riker, Beverly Crusher, Geordi La Forge, Data
tng5x13	The Masterpiece Society	The Enterprise helps a far-flung eugenic human colony avoid destruction, but upsets its delicate balance by ending 200 years of isolation.  	Winrich Kolbe	James Kahn and Adam Belanoff	1992-02-10	tng	5	13	Deanna Troi	Jean-Luc Picard, Aaron Conor	Geordi La Forge, Hannah Bates, Martin Benbeck
tng5x14	Conundrum	The crew's memory is erased, and they discover they are being manipulated into being the key part of a war.  	Les Landau	Paul Schiffer	1992-02-17	tng	5	14		Keiran MacDuff, William T. Riker, Jean-Luc Picard	Ro Laren, Deanna Troi, Worf, Data, Geordi La Forge, Beverly Crusher
tng5x15	Power Play	Troi , O'Brien , and Data are possessed by entities who want control of the ship.  	David Livingston	Paul Ruben and Maurice Hurley	1992-02-24	tng	5	15		Jean-Luc Picard, William T. Riker, Deanna Troi, Miles O'Brien, Data	Worf, Keiko O'Brien, Geordi La Forge, Ro Laren, Beverly Crusher
tng5x16	Ethics	Worf becomes paralyzed—and suicidal—and Dr. Crusher consults a risk-taking researcher to save his life.  	Chip Chalmers	Sara Charno  and  Stuart Charno	1992-03-02	tng	5	16	Worf, Beverly Crusher	Toby Russell	Jean-Luc Picard, Alexander Rozhenko, William T. Riker, Deanna Troi
tng5x17	The Outcast	Riker falls in love with an androgynous person after rescuing some others trapped in "null space."  	Robert Scheerer	Jeri Taylor	1992-03-16	tng	5	17	William T. Riker	Soren	Jean-Luc Picard, Noor, Worf
tng5x18	Cause and Effect	The Enterprise becomes stuck in a causality loop, but the crew retain some memory of previous instances. Guest star Kelsey Grammer as Morgan Bateson.  	Jonathan Frakes	Brannon Braga	1992-03-23	tng	5	18	Beverly Crusher	Jean-Luc Picard	Geordi La Forge, William T. Riker
tng5x19	The First Duty	Wesley is questioned over a Starfleet Academy flight-training accident. Guest star Ray Walston as Boothby.  	Paul Lynch	Ronald D. Moore  and  Naren Shankar	1992-03-30	tng	5	19	Wesley Crusher	Jean-Luc Picard, Nicholas Locarno	Beverly Crusher, Geordi La Forge, Data, Boothby, Sito Jaxa, Jean Hajar, Brand, Albert
tng5x20	Cost of Living	Deanna 's mother, Lwaxana , arrives to marry a man she has never met. Worf has difficulty rearing Alexander, which is exacerbated when Lwaxana takes the boy under her wing.  	Winrich Kolbe	Peter Allan Fields	1992-04-20	tng	5	20	Alexander Rozhenko	Lwaxana Troi	Deanna Troi, Worf, Jean-Luc Picard, Campio, Geordi La Forge, Data
tng5x21	The Perfect Mate	Picard forces himself to resist the charms of a female empathic metamorph, who is sent to marry an alien leader as a peace offering. Guest star Famke Janssen as Kamala.  	Cliff Bole	René Echevarria and Gary Perconte	1992-04-27	tng	5	21	Jean-Luc Picard, Kamala		William T. Riker, Beverly Crusher, Briam, Par Lenor, Qol, Alrik
tng5x22	Imaginary Friend	A child's imaginary playmate takes on real form and threatens the well-being of the Enterprise .  	Gabrielle Beaumont	Jean Louise Matthias  and  Ronald Wilkerson and Richard Fliegel	1992-05-04	tng	5	22	Clara Sutter	Deanna Troi, Isabella	Jean-Luc Picard, Geordi La Forge, Data, Daniel Sutter
tng5x23	I Borg	The Enterprise rescues a Borg survivor, and Picard plans to use him as a weapon against his nemesis by exposing him to a computer virus .  	Robert Lederman	René Echevarria	1992-05-11	tng	5	23	Hugh	Jean-Luc Picard, Geordi La Forge	Beverly Crusher, Guinan
tng5x24	The Next Phase	A transporter accident traps Geordi and Ensign Ro out of phase; while the others plan their funeral they must find a way to reverse the process and save the Enterprise from destruction.  	David Carson	Ronald D. Moore	1992-05-18	tng	5	24	Geordi La Forge, Ro Laren		Jean-Luc Picard, Data, William T. Riker, Worf
tng5x25	The Inner Light	A space probe creates a telepathic tether and causes Picard to experience, in twenty-five minutes, a lifetime as a married man on a world that was destroyed a millennium ago.  	Peter Lauritson	Morgan Gendel	1992-06-01	tng	5	25	Jean-Luc Picard	Eline	Beverly Crusher, William T. Riker, Data, Batai, Meribor, Batai son of Kamin
tng5x26	Time's Arrow	A 500-year-old artifact is uncovered on Earth: Data 's severed head. The Enterprise investigates alien involvement in Earth's past and Data fulfills his destiny.  	Les Landau	Joe Menosky	1992-06-15	tng	5	26	Data	Jean-Luc Picard	William T. Riker, Geordi La Forge, Deanna Troi, Worf, Guinan, Jack London
tng6x01	Time's Arrow, Part II	The Enterprise crew follow Data to San Francisco of the 1890s. The crew deals with Samuel Clemens (and run into Jack London), while trying to find a way to prevent aliens from interfering with 19th-century Earth. Guest star: Jerry Hardin as Samuel Clemens.  	Les Landau	Joe Menosky	1992-09-21	tng	6	1	Mark Twain	Data, Jean-Luc Picard, Guinan	Beverly Crusher, Deanna Troi, Riker Jack London, Geordi La Forge
tng6x02	Realm of Fear	Barclay must overcome his fear of the transporter to solve a mystery.  	Cliff Bole	Brannon Braga	1992-09-28	tng	6	2	Reginald Barclay		Geordi La Forge, Beverly Crusher, Miles O'Brien, Deanna Troi
tng6x03	Man of the People	A psychic ambassador uses Deanna 's mind to influence the outcome of his mission.  	Winrich Kolbe	Frank Abatemarco	1992-10-05	tng	6	3	Deanna Troi, Ves Alkar		Jean-Luc Picard, William T. Riker, Beverly Crusher, Sev Maylor
tng6x04	Relics	The Enterprise investigates a vessel that crashed on the surface of a Dyson sphere 75 years ago. An undegraded pattern is found in the transporter buffer, that of Mr. Scott . Feeling out of place and obsolete, Scotty agrees to return to his vessel with Geordi to help restore the logs, and they become the only hope when the Enterprise is accidentally pulled inside the sphere.  	Alexander Singer	Ronald D. Moore	1992-10-12	tng	6	4	Montgomery Scott	Geordi La Forge	Jean-Luc Picard, William T. Riker, Data
tng6x05	Schisms	Several members of the crew are abducted and experimented on while they sleep.  	Robert Wiemer	Jean Louise Matthias  and  Ron Wilkerson	1992-10-19	tng	6	5		William T. Riker, Data, Geordi La Forge	Jean-Luc Picard, Deanna Troi, Beverly Crusher, Spot
tng6x06	True Q	Q reveals a secret about a young woman from Kansas who is visiting the Enterprise . Guest star: Olivia d'Abo as Amanda Rogers.  	Robert Scheerer	René Echevarria	1992-10-26	tng	6	6	Amanda Rogers	Jean-Luc Picard, Q	Beverly Crusher, William T. Riker, Data
tng6x07	Rascals	A transporter malfunction turns Picard , Keiko , Ro and Guinan into children, who become the ship's only hope when they are left aboard while the adult crew are forced to perform dangerous labor by Ferengi pirates.  	Adam Nimoy	Ward Botsford  and  Diana Dru Botsford and Michael Piller	1992-11-02	tng	6	7	Jean-Luc Picard, Guinan	Ro Laren	William T. Riker, Beverly Crusher, Miles O'Brien, Keiko O'Brien, Deanna Troi, Geordi La Forge, Alexander Rozhenko, Lurin
tng6x08	A Fistful of Datas	Data 's mind is connected to the ship's computer, which creates unforeseen effects on the holodeck .  	Patrick Stewart	Robert Hewitt Wolfe	1992-11-09	tng	6	8	Worf	Alexander Rozhenko, Data	Jean-Luc Picard, Geordi La Forge, Deanna Troi, Eli Hollander, Annie Meyers
tng6x09	The Quality of Life	Data observes self-guided "tools" used at a mining station display signs of sentience, and fights for their preservation, even risking Captain Picard's life on the ground that it is unacceptable to kill one sentient being to save another.  	Jonathan Frakes	L.J. Scott	1992-11-16	tng	6	9	Data	Farallon	Jean-Luc Picard, William T. Riker, Beverly Crusher, Geordi La Forge
tng6x10	Chain of Command, Part I	Captain Jellico is assigned command of the Enterprise , while Picard is sent on a covert mission into Cardassian territory. Guest star: Ronny Cox as Edward Jellico.  	Robert Scheerer	Frank Abatemarco	1992-12-14	tng	6	10		Jean-Luc Picard, Worf, Beverly Crusher, Edward Jellico, William T. Riker	Alynna Nechayev, Deanna Troi, Lemec, Solok, Madred
tng6x11	Chain of Command, Part II	Picard , having been captured, is tortured by a sadistic Cardassian interrogator (played by David Warner).  	Les Landau	Frank Abatemarco	1992-12-21	tng	6	11	Jean-Luc Picard	Edward Jelllico, Madred	William T. Riker, Geordi La Forge, Deanna Troi
tng6x12	Ship in a Bottle	Barclay accidentally awakens Prof. Moriarty on the holodeck , who uses the powers at his disposal to coerce the crew into finding a way to allow him to leave the holodeck. Guest star: Daniel Davis as Professor Moriarty.  	Alexander Singer	René Echevarria	1993-01-25	tng	6	12	James Moriarty	Jean-Luc Picard, Data	Reginald Barclay, Geordi La Forge, William T. Riker, Regina Bartholomew
tng6x13	Aquiel	Geordi falls for an alien Starfleet officer who is suspected of murder. Guest star Renée Jones as Aquiel Uhnari.  	Cliff Bole	Jeri Taylor	1993-02-01	tng	6	13	Geordi La Forge	Aquiel Uhnari	Jean-Luc Picard, William T. Riker, Beverly Crusher, Morag, Torak, Worf, Shianna
tng6x14	Face of the Enemy	Deanna is involuntarily recruited to assist in the transport of Romulan defectors across the border.  	Gabrielle Beaumont	René Echevarria	1993-02-08	tng	6	14	Deanna Troi	Stefan DeSeve, Toreth	Jean-Luc Picard, N'Vek
tng6x15	Tapestry	An accident kills Picard , and he finds an afterlife with Q analyzing his past choices.  	Les Landau	Ronald D. Moore	1993-02-15	tng	6	15	Jean-Luc Picard	Q	Cortan Zweller, Marta Batanides, William T. Riker, Deanna Troi
tng6x16	Birthright, Part I	Worf is told on Deep Space Nine his father is alive, and being held prisoner by the Romulans . Meanwhile an engineering experiment accidentally results in Data 's first dream. Guest star: James Cromwell as Jaglom Shrek.  	Winrich Kolbe	Brannon Braga	1993-02-22	tng	6	16	Worf, Data		Jaglom Shrek, Julian Bashir, Geordi La Forge, Noonian Soong
tng6x17	Birthright, Part II	Worf , now a prisoner, tries to teach the Klingon refugees the ways of the warrior.  	Dan Curry	René Echevarria	1993-03-01	tng	6	17	Worf	Ba'el	Tokath, Gi'ral, L'Kor, Jean-Luc Picard, Toq
tng6x18	Starship Mine	Thieves attempt to steal trilithium from the Enterprise during a Baryon sweep at the Remmler Array , and Picard alone must thwart them.  	Cliff Bole	Morgan Gendel	1993-03-29	tng	6	18	Jean-Luc Picard	Kelsey	Beverly Crusher, Data, William T. Riker, Geordi La Forge, Deanna Troi, Calvin Hutchinson, Devon, Satler, Pomet, Orton
tng6x19	Lessons	Picard becomes involved with a woman who is serving on the Enterprise , but he must send her into a dangerous mission.  	Robert Wiemer	Ron Wilkerson  and  Jean Louise Matthias	1993-04-05	tng	6	19	Jean-Luc Picard, Nella Daren		Data, William T. Riker, Beverly Crusher
tng6x20	The Chase	Picard tries to solve an ancient genetic mystery uncovered by his archaeological mentor, and faces stiff competition. Guest star: Norman Lloyd as Richard Galen.  	Jonathan Frakes	Ronald D. Moore  and  Joe Menosky	1993-04-26	tng	6	20		Jean-Luc Picard, Richard Galen	William T. Riker, Beverly Crusher, Data, Nu'Daq, Gul Ocett, primordial humanoid
tng6x21	Frame of Mind	Riker finds himself prisoner in an alien mental institution, which resembles scenes from Beverly's play.  	James L. Conway	Brannon Braga	1993-05-03	tng	6	21	William T. Riker	Suna	Jean-Luc Picard, Beverly Crusher, Deanna Troi, Syrus, Mavek, Jaya
tng6x22	Suspicions	Dr. Crusher risks her career to solve the murder of Ferengi scientist Dr. Reyga and vindicate his research.  	Cliff Bole	Joe Menosky and Naren Shankar	1993-05-10	tng	6	22	Beverly Crusher	Reyga	Guinan, Jean-Luc Picard, Ogawa, Data, T'Pan, Jo'Bril, Kurak
tng6x23	Rightful Heir	Worf experiences a crisis of faith, and travels to a Klingon holy site where the mythic figure Kahless returns to lead the Klingon people.  	Winrich Kolbe	James E. Brooks	1993-05-17	tng	6	23	Worf	Kahless (clone)	Koroth, Gowron, Jean-Luc Picard
