StoryID	Setting	Comment	Capacity
tng7x25	courtroom		
tng7x25	Enterprise-D holodeck		gridlines
tng7x25	gridlines		
tng7x25	Pasteur bridge		
tng7x25	Pasteur ready room		
tng7x25	Pasteur turbolift		
voy1x01	cavern		
voy1x01	desert		
voy1x01	barn		
voy1x04	derelict building		
voy1x05	cavern		
voy1x05	Voyager bridge		
voy1x05	Voyager mess hall		
voy1x05	Voyager engineering		
voy1x05	Voyager sickbay		
voy1x06	Voyager bridge		
voy1x06	Voyager mess hall		
voy1x06	main engineering		
voy1x06	house of burlesque		holodeck
voy1x06	sickbay		
voy1x09	cavern		
voy1x10	woodland		
voy1x11	xeric scrubland		
voy1x11	cavern		
voy1x12	woodland		holodeck
voy1x12	great hall		
voy1x13	English manor		
voy1x14	cavern		
voy1x15	pool hall		holodeck
voy2x01	xeric scrubland		
voy2x01	cavern		
voy2x01	crypt		
voy2x02	xeric scrubland		
voy2x02	cavern		
voy2x07	badlands		
voy2x07	cavern		
voy2x08	desert		
voy2x09	jungle		
voy2x09	cavern		
voy2x12	marketplace		
voy2x14	alien bar		
voy2x14	cavern		
voy2x15	jungle		
voy2x16	poll hall		holodeck
voy2x18	wasteland		
voy2x18	xeric scrubland		
voy2x19	pool hall		holodeck
voy2x19	desert		Mars
voy2x22	woodland		
voy2x22	campfire		
voy2x22	cavern		
voy2x23	clown house		
voy2x24	jungle		
voy2x24	pool hall		
voy2x25	glade		
voy2x25	woodland		
voy2x26	xeric scrubland		
voy3x01	xeric scrubland		
voy3x01	cavern		
voy3x01	campfire		
voy3x02	cliff		
voy3x03	prison		
voy3x04	pool hall		holodeck
voy3x05	town square		
voy3x06	alien livingroom		
voy3x07	cavern		
voy3x07	shore		
voy3x08	campfire		
voy3x08	beach		
voy3x08	boardwalk		
voy3x08	executive office		
voy3x08	science lab		
voy3x09	executive office		
voy3x10	tropical resort		holodeck
voy3x10	cavern		
voy3x11	tropical resort		holodeck
voy3x11	19th century American manor		
voy3x11	campfire		
voy3x11	woodland		
voy3x12	cavern		
voy3x12	tropical resort		holodeck
voy3x13	control room		
voy3x13	alien bar		
voy3x13	promenade		
voy3x14	tropical resort		
voy3x15	xeric scrubland		
voy3x15	cavern		
voy3x16	jungle		
voy3x16	cavern		
voy3x16	tropical resort		holodeck
voy3x17	shanty town		
voy3x17	bedroom		
voy3x18	lodge		
voy3x18	woodland		
voy3x19	control room		
voy3x19	rocky landscape		
voy3x22	living room		
voy3x23	cavern		
voy4x03	cavern		
voy4x04	jungle		
voy4x04	campfire		
voy4x04	shanty town		
voy4x04	hut		
voy4x06	rocky landscape		
voy4x10	futuristic cityscape		
voy4x10	marketplace		
voy4x10	interrogation room		
voy4x11	workshop		
voy4x11	town square		
voy4x11	futuristic cityscape		
voy4x11	hillside		
voy4x12	woodland		
voy4x13	cavern		
voy4x16	cavern		
voy4x16	chamber of horrors		
voy4x17	woodland clearing		
voy4x17	futuristic laboratory		
voy4x18	1940s era bar		
voy4x18	city street		
voy4x18	badlands		
voy4x19	1940s era bar		
voy4x19	campfire		
voy4x19	cavern		
voy4x19	city street		
voy4x20	garage		
voy4x23	museum		
voy4x23	futuristic cityscape		
voy4x24	volcanic wasteland		
voy4x24	cavern		
voy4x25	glacier		
voy5x03	cavern		
voy5x04	quadrangle		
voy5x04	living space		
voy5x05	woodland		
voy5x05	cavern		
voy5x06	frozen wasteland		
voy5x12	cavern		
voy5x12	rocky landscape		
voy5x13	cavern		
voy5x13	desert landscape		
voy5x19	woodland		
voy5x19	cavern		
voy5x19	boxing gym		
voy5x19	locker room		
voy5x22	bar		
voy5x23	city street		
voy5x23	bookshop		
voy5x23	bar		
voy5x25	rocky landscape		
voy5x26	cavern		
voy6x01	shoreline		
voy6x01	woodland		
voy6x02	jungle		
voy6x02	campfire		
voy6x03	ship		
voy6x07	futuristic city ruins		
voy6x07	cavern		
voy6x10	apartment		
voy6x10	office		
voy6x11	town street		
voy6x11	tavern		
voy6x11	train station		
voy6x12	village		
voy6x13	concert hall		
voy6x13	futuristic cityscape		
voy6x14	woodland		
voy6x14	cavern		
voy6x15	arena		
voy6x17	town street		
voy6x17	tavern		
voy6x17	church		
voy6x19	shanty town		
voy6x21	cavern		
voy6x22	theater		
voy6x22	house		
voy6x22	woodland		
voy6x26	woodland		
voy7x01	woodland		
voy7x04	cavern		
voy7x06	beach		
voy7x08	rocky landscape		
voy7x09	woodland		
voy7x09	cavern		
voy7x12	woodland		
voy7x12	campfire		
voy7x14	cavern		
voy7x16	futuristic cityscape		
voy7x16	industrial complex		
voy7x16	bar		
voy7x16	living room		
voy7x17	industrial complex		
voy7x17	living room		
voy7x18	parlor		
voy7x19	alien strip bar		
voy7x21	cavern		
voy7x21	abandoned city		
voy7x22	woodland		
voy7x22	cavern		
voy7x22	waterfall		
voy7x23	cavern		
