StoryID	SeriesID	Title	Theme	ThemeLevel	ThemeID	Comment	RelatedCharacters	CharacterClass	RelatedAliens	NamedThing
TOS3x12	TOS	Plato's Stepchildren	humility	minor	114	Alexander	Alexander	individual		
TOS3x12	TOS	Plato's Stepchildren	kindness	minor	81	Alexander	Alexander	individual		
TOS3x12	TOS	Plato's Stepchildren	malevolence	minor	170	Parmen	Parmen	individual		
TOS3x12	TOS	Plato's Stepchildren	pensiveness	minor	200	Spock at having experienced emotions and Alexander	Spock, Alexander	individual		
TOS3x12	TOS	Plato's Stepchildren	rage	minor	92	Parmen flew into a feverish rage	Parmen	individual		
TOS3x12	TOS	Plato's Stepchildren	sloth	minor	162	Platonians				
TOS3x12	TOS	Plato's Stepchildren	wrath	minor	56	Parmen in delirious rage	Parmen	individual		
TOS3x13	TOS	Wink of an Eye	great need vs. human rights	choice	464	Scalosians need breeding stock				
TOS3x13	TOS	Wink of an Eye	time speed up	choice	1467	Scalosians moved faster than normal				
TOS3x13	TOS	Wink of an Eye	what if I could move faster in time than everyone else	choice	986	Kirk	James T. Kirk	individual		
TOS3x13	TOS	Wink of an Eye	desperation	major	102	Scalosians				
TOS3x13	TOS	Wink of an Eye	infatuation	major	110	Kirk/Deela	Kirk/Deela	dyad		
TOS3x13	TOS	Wink of an Eye	jealousy	major	112	Rael at Kirk over Deela	Rael	individual		
TOS3x13	TOS	Wink of an Eye	kill or be killed	major	351	Scalosians stayed alive only at the expense of using other aliens to reproduce				
TOS3x13	TOS	Wink of an Eye	what if I had to mate with a stranger	major	1498	Kirk at Deela	James T. Kirk	individual		
TOS3x13	TOS	Wink of an Eye	survival of one's species	major	485	Scalosians	Deela	individual		
TOS3x13	TOS	Wink of an Eye	enemy point of view	major	326	Deela as pertains to Scalosians needing breeding stock	Deela	individual		
TOS3x13	TOS	Wink of an Eye	mass radiation poisoning	minor	1243	Scalosians went sterile from radiation poisoining			Scalosian	
TOS3x13	TOS	Wink of an Eye	loyalty to a leader	minor	121	Compton to Kirk	Compton	individual		
TOS3x13	TOS	Wink of an Eye	what women want	minor	366	Deela wants stubborn and irritable	Deela	individual		
TOS3x13	TOS	Wink of an Eye	love triangle	minor	260	Kirk/Deela/Rael	Kirk/Deela/Rael	triad		
TOS3x13	TOS	Wink of an Eye	force field	minor	647	Scalosians protected a machine with a force field				
TOS3x13	TOS	Wink of an Eye	coping with the death of a subordinate	minor	270	Kirk at redshirt	James T. Kirk	individual		
TOS3x13	TOS	Wink of an Eye	grief	minor	63	Kirk over redshirt	James T. Kirk	individual		
TOS3x13	TOS	Wink of an Eye	lust	minor	69	Deela for Kirk	Deela	individual		
TOS3x13	TOS	Wink of an Eye	rage	minor	92	Rael	Rael	individual		
TOS3x13	TOS	Wink of an Eye	vigilance	minor	71	ship-takeover				
TOS3x13	TOS	Wink of an Eye	wrath	minor	56	Rael kills redshirt	Rael	individual		
TOS3x14	TOS	That Which Survives	artificial planet	choice	1045	the Kalandans built one				Kalandan artificial planet
TOS3x14	TOS	That Which Survives	loneliness	major	197	Losira	Losira (hologram)	individual		
TOS3x14	TOS	That Which Survives	duty vs. compassion	major	235	Losira about killing outsiders	Losira (hologram)	individual		
TOS3x14	TOS	That Which Survives	pandemic	major	887	Kalandans done in by disease				
TOS3x14	TOS	That Which Survives	remorse	major	130	Losira over killing D'Amato	Losira (hologram)	individual		
TOS3x14	TOS	That Which Survives	android	major	113	Losira was a hologram, but functioned like an android in the episode				
TOS3x14	TOS	That Which Survives	sentient computer	major	291	Losira				
TOS3x14	TOS	That Which Survives	facing a mortal enemy	major	91	landing party faced Losira	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	facing mysterious adversity	major	182	landing party faced strange attacks on planet	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	ancient artificial custodian	major	748	Losira			Kalandan	
TOS3x14	TOS	That Which Survives	man-made pandemic	minor	547	Kalandas accidentally made virus that killed them			Kalandan	
TOS3x14	TOS	That Which Survives	handheld lab	minor	538	tricorder featured in assessment of planet				tricorder
TOS3x14	TOS	That Which Survives	grief	minor	63	Landing party at D'Amato	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	logic vs. gut feeling	minor	284	Scotty and Spock about the engines, emotionalism	Spock	individual		
TOS3x14	TOS	That Which Survives	what if I were stranded without food and water	minor	992	landing party on planet	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	man vs. nature	minor	262	landing party on planet	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	the thirst for knowledge	minor	158	Kirk sends a landing party to investigate the artificial planet	James T. Kirk	individual		
TOS3x14	TOS	That Which Survives	heroism	minor	249	Scotty fixing the matter-antimatter integrator	Montgomery Scott	individual		
TOS3x14	TOS	That Which Survives	mysterious maker alien race	minor	207	artificial planet makers			Kalandan	
TOS3x14	TOS	That Which Survives	coping with the death of a subordinate	minor	270	Kirk at D'Amato	James T. Kirk	individual		
TOS3x14	TOS	That Which Survives	coping with the death of a colleague	minor	244	Landing party at D'Amato	James T. Kirk, Leonard McCoy, Hikaru Sulu	individual		
TOS3x14	TOS	That Which Survives	annoyance	minor	57	Spock at imprecise answer from Rhada	Spock	individual		
TOS3x14	TOS	That Which Survives	apprehension	minor	87	Scotty at ship feeling wrong	Montgomery Scott	individual		
TOS3x14	TOS	That Which Survives	vigilance	minor	71	saboteur aboard ship				
TOS3x15	TOS	Let That Be Your Last Battlefield	racism in society	choice	330	the bilaterally colored aliens symbolized racism in our society				
TOS3x15	TOS	Let That Be Your Last Battlefield	war of mutual annihilation	choice	400	hate and racism led to ultimate war				
TOS3x15	TOS	Let That Be Your Last Battlefield	the desire for vengeance	choice	119	Bele and Lokai for one another	Bele, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	ethnic hatred	choice	225	Left-Cheronians and Right-Cheronians				
TOS3x15	TOS	Let That Be Your Last Battlefield	bilaterally colored alien	major	1061	Cheron native			Natives of Cheron	
TOS3x15	TOS	Let That Be Your Last Battlefield	oppression	major	237	Lokai claimed Bele oppressed his people				
TOS3x15	TOS	Let That Be Your Last Battlefield	righteousness	major	690	Lokai	Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	shades of gray	major	432	very ironical				
TOS3x15	TOS	Let That Be Your Last Battlefield	social inequality	major	697	Lokai's people were an underclass				
TOS3x15	TOS	Let That Be Your Last Battlefield	obsession	major	141	15000 year of hunting this criminal, surprising parallel to Les Miserables	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	mediation	major	263	Kirk between Bele and Lokai				
TOS3x15	TOS	Let That Be Your Last Battlefield	lesson in humility	major	153	Bele and Lokai	Bele, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	obsession with a life-dedicated project	major	199	Bele with apprehending Lokai	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	alternate points of view	major	370	Bele and Lokai				
TOS3x15	TOS	Let That Be Your Last Battlefield	fortitude	major	123	Bele hunting for 50,000 years	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	loathing	major	161	Lokai and Bele mutual	Bele, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	ruthlessness	major	85	Bele	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	wrath	major	56	Lokai and Bele	Bele, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	the power of thought	minor	295	Bele controlled ship with his mind				
TOS3x15	TOS	Let That Be Your Last Battlefield	the theory of evolution	minor	722	exposition by Spock and McCoy				
TOS3x15	TOS	Let That Be Your Last Battlefield	the end justifies the means	minor	709	about Lokai stealing the shuttlecraft				
TOS3x15	TOS	Let That Be Your Last Battlefield	captain and crew's attachment to their ship	minor	321	Kirk	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	self-destruct tactic	minor	694	Kirk threatened to destroy the ship				
TOS3x15	TOS	Let That Be Your Last Battlefield	indoctrination of the young	minor	839	Locai to the crew				
TOS3x15	TOS	Let That Be Your Last Battlefield	guilt and evidence	minor	206	should Lokai be granted assylum or not				
TOS3x15	TOS	Let That Be Your Last Battlefield	anger	minor	86	Lokai and Bele at Kirk	Bele, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	annoyance	minor	57	Kirk by the aliens	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	diligence	minor	89	Bele hunting for 50,000 years	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	disgust	minor	120	Kirk at Lokai and Bele	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	hospitality	minor	104	Kirk to aliens	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	kindness	minor	81	Kirk to aliens	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	patience	minor	103	Kirk with aliens	James T. Kirk	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	personal conviction	minor	126	Bele hunting for 50,000 years	Bele	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	rage	minor	92	Lokai and Bele at each other	Bela, Lokai	individual		
TOS3x15	TOS	Let That Be Your Last Battlefield	extradition	minor	528	Bele requests Lokai be extradited				
TOS3x15	TOS	Let That Be Your Last Battlefield	demagoguery	minor	623	Lokai	Lokai	individual		
TOS3x16	TOS	Whom Gods Destroy	megalomania	choice	864	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	treatment of the criminally insane	choice	972	future vision of prison conditions for the criminally insane				
TOS3x16	TOS	Whom Gods Destroy	the desire for vengeance	choice	119	Garth to everyone	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	mental illness	major	472	Garth				
TOS3x16	TOS	Whom Gods Destroy	shapeshifting	major	918	Garth learned from aliens				
TOS3x16	TOS	Whom Gods Destroy	obsession	major	141	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	ruthlessness	major	85	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	the lust for power	major	220	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	the desire for glory	major	436	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	psychopathy	major	685	Garth was totally nuts	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	what if I could shapeshift	major	1492	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	delusional point of view	major	458	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	psychopathic criminal in society	major	684	Garth was dangerously insane				
TOS3x16	TOS	Whom Gods Destroy	facing a mortal enemy	major	91	Kirk facing Garth	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	man vs. captivity	major	171	Kirk and Spock held by Garth	James T. Kirk, Spock	individual		
TOS3x16	TOS	Whom Gods Destroy	wrath	major	56	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	the making of a monster to society	minor	948	Garth annhilated Antos IV because they refused his offer for the galaxy	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	coping with being tortured	minor	373	Cory	Donald Cory	individual		
TOS3x16	TOS	Whom Gods Destroy	lobotomization	minor	852	Garth was effectively lobotomized at the end				
TOS3x16	TOS	Whom Gods Destroy	what if my enemy and my ally looked exactly alike and I had to choose between them	minor	1514	Spock choosing between Kirk and Garth	Spock	individual		
TOS3x16	TOS	Whom Gods Destroy	what women want	minor	366	Marta	Marta	individual		
TOS3x16	TOS	Whom Gods Destroy	unrequited love	minor	122	Marta at Kirk	Marta	individual		
TOS3x16	TOS	Whom Gods Destroy	genocide	minor	651	Garth committed a genocide				
TOS3x16	TOS	Whom Gods Destroy	desperation	minor	102	Kirk and Garth	James T. Kirk, Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	jealousy	minor	112	Garth of Kirk	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	hubris	minor	228	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	facing a fight to the death	minor	227	Kirk and Garth	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	what if I had to fight to the death	minor	232	Kirk and Garth	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	vanity	minor	297	Garth	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	admiration	minor	116	Kirk for the man Garth once was	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	boredom	minor	212	Kirk at coronation	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	cruelty	minor	111	Garth with torture and execution	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	lust	minor	69	Garth at Orion dancing	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	malevolence	minor	170	Garth executes Orion woman	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	rage	minor	92	Garth temper tantrum	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	sadism	minor	172	Garth executes Orion woman	Garth of Izar	individual		
TOS3x16	TOS	Whom Gods Destroy	sadness	minor	238	Kirk for the man Garth once was	James T. Kirk	individual		
TOS3x16	TOS	Whom Gods Destroy	surprise	minor	115	Spock finds two Kirks	Spock	individual		
TOS3x16	TOS	Whom Gods Destroy	pride	minor	73	Garth	Garth of Izar	individual		
TOS3x17	TOS	The Mark of Gideon	overpopulated planet	choice	1275	it was shoulder to shoulder				
TOS3x17	TOS	The Mark of Gideon	birth control	choice	1065	space Catholics rejected on ideological grounds				
TOS3x17	TOS	The Mark of Gideon	space Catholics	choice	1365	Gideon			Gideon	
TOS3x17	TOS	The Mark of Gideon	great need vs. human rights	choice	464	a sample of Kirk's blood vs. the extinction of a people				
TOS3x17	TOS	The Mark of Gideon	diplomatic maneuvering	major	306	Spock in dealing with the high council				
TOS3x17	TOS	The Mark of Gideon	isolationism	major	350	space Catholics closed their planet to the outside				
TOS3x17	TOS	The Mark of Gideon	desperation	major	102	space Catholics to diminish their population				
TOS3x17	TOS	The Mark of Gideon	traditionalism	major	492	space Catholics 				
TOS3x17	TOS	The Mark of Gideon	sacrifice for one's people	major	911	Odona contracts disease to save her people	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	forced sterilization	major	1159	one solution to the population problem				
TOS3x17	TOS	The Mark of Gideon	infatuation	major	110	Kirk/Odona	Kirk/Odona	dyad		
TOS3x17	TOS	The Mark of Gideon	the need for death	major	716	shortage of death lead to horrible overpopulation				
TOS3x17	TOS	The Mark of Gideon	diligence	major	89	Odona contracts disease to save her people	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	what if everyone vanished and I was all alone	minor	1513	Kirk home alone	James T. Kirk	individual		
TOS3x17	TOS	The Mark of Gideon	xenophobic isolationist alien	minor	740	space Catholics 			Gideon	
TOS3x17	TOS	The Mark of Gideon	female gold digging	minor	819	Odona at Kirk	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	alien point of view	minor	105	about pride in reproduction				
TOS3x17	TOS	The Mark of Gideon	selfless service	minor	186	Spock beaming down	Spock	individual		
TOS3x17	TOS	The Mark of Gideon	bureaucracy	minor	1074	McCoy frustrated with high council paper chasing				
TOS3x17	TOS	The Mark of Gideon	diplomatic language	minor	624	Spock emphasizes diplomatic language in dealing with high council				
TOS3x17	TOS	The Mark of Gideon	father and daughter	minor	247	Hodin/Odona	Hodin/Odona	individual		
TOS3x17	TOS	The Mark of Gideon	avarice	minor	128	Odona admired Kirk for his ship	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	the lust for gold	minor	163	Odona	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	exponential growth	minor	806	the population growth				
TOS3x17	TOS	The Mark of Gideon	facing mysterious adversity	minor	182	Kirk on empty ship	James T. Kirk	individual		
TOS3x17	TOS	The Mark of Gideon	annoyance	minor	57	McCoy and Spock at Hodin	Leonard McCoy, Spock	individual		
TOS3x17	TOS	The Mark of Gideon	distraction	minor	148	Kirk by Odona	James T. Kirk	individual		
TOS3x17	TOS	The Mark of Gideon	ecstasy	minor	177	Odona wandering around on empty ship	Odona	individual		
TOS3x17	TOS	The Mark of Gideon	vigilance	minor	71	Kirk aboard empty Enterprise	James T. Kirk	individual		
TOS3x17	TOS	The Mark of Gideon	federalism	minor	347	Gideon sought membership in Federation				
TOS3x18	TOS	The Lights of Zetar	infatuation	choice	110	Scotty and Mira	Scotty/Mira Romaine	dyad		
TOS3x18	TOS	The Lights of Zetar	great need vs. human rights	choice	464	the Zetarians take Mira's body				
TOS3x18	TOS	The Lights of Zetar	incorporeal alien	major	259	Zetarians			Zetarian Cloud Entity	
TOS3x18	TOS	The Lights of Zetar	desperation	major	102	Zetarians				
TOS3x18	TOS	The Lights of Zetar	young and old romance	major	443	Mira/Scotty	Scotty/Mira Romaine	dyad		
TOS3x18	TOS	The Lights of Zetar	man vs. the occult	major	470	crew vs. space ghost cloud	Mira Romaine	individual		
TOS3x18	TOS	The Lights of Zetar	universal translator	minor	441	used to try to communicate with cloud entity				universal translator
TOS3x18	TOS	The Lights of Zetar	antigrav unit	minor	1041	used on Mira 				antigrav unit
TOS3x18	TOS	The Lights of Zetar	personal identity	minor	329	Mira and the Zetarians				
TOS3x18	TOS	The Lights of Zetar	reliance on a single point of failure is unwise	minor	903	all books stored in the space library				
TOS3x18	TOS	The Lights of Zetar	questioning one's sanity	minor	265	Mira	Mira Romaine	individual		
TOS3x18	TOS	The Lights of Zetar	space library	minor	926	Memory Alpha				Memory Alpha
TOS3x18	TOS	The Lights of Zetar	fortitude	minor	123	Mira's will to survive	Mira Romaine	individual		
TOS3x18	TOS	The Lights of Zetar	frustration	minor	349	Kirk at Scotty's neglecting his duties	James T. Kirk	individual		
TOS3x18	TOS	The Lights of Zetar	coping with a loved one being in peril	minor	243	Scotty at Mira	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	selfless service	minor	186	Mira volunteers to enter vacuum chamber	Mira Romaine	individual		
TOS3x18	TOS	The Lights of Zetar	duty vs. friendship	minor	181	Scotty about Mira	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	world with telepathy	minor	267	Zetarians were telepathic				
TOS3x18	TOS	The Lights of Zetar	collective intelligence	minor	340	Zetarians			Zetarian Cloud Entity	
TOS3x18	TOS	The Lights of Zetar	sloth	minor	162	Scotty for Mira disgustingly	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	annoyance	minor	57	Kirk annoyed with Scotty for tending to Mira in sickbay	James T. Kirk	individual		
TOS3x18	TOS	The Lights of Zetar	anticipation	minor	196	the Zetarians are coming				
TOS3x18	TOS	The Lights of Zetar	apprehension	minor	87	Scotty toward Mira	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	compassion	minor	80	Scotty for Mira	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	distraction	minor	148	Mira	Mira Romaine	individual		
TOS3x18	TOS	The Lights of Zetar	joy	minor	140	Scotty with Mira	Montgomery Scott	individual		
TOS3x18	TOS	The Lights of Zetar	pensiveness	minor	200	Mira in sickbay	Mira Romaine	individual		
TOS3x19	TOS	The Cloud Minders	oppression	choice	237	Troglytes systematically oppressed by Stratos city dwellers				
TOS3x19	TOS	The Cloud Minders	exploitation of sentient beings	choice	460	Troglytes exploited in the mines				
TOS3x19	TOS	The Cloud Minders	utopia on the back of slave labor	choice	979	city dwellers luxuriate in the clouds while Troglytes toil in the mines				
TOS3x19	TOS	The Cloud Minders	class prejudice in society	choice	766	city dwellers thought the troglytes biologically inferior				
TOS3x19	TOS	The Cloud Minders	slavery	choice	483	Trogyltes were enslaved				
TOS3x19	TOS	The Cloud Minders	ethnic hatred	choice	225	Troglytes and Stratos city dwellers				
TOS3x19	TOS	The Cloud Minders	floating city	major	1157	Stratos cloud city				Stratos Cloud City
TOS3x19	TOS	The Cloud Minders	bigotry in society	major	757	the cloud minders				
TOS3x19	TOS	The Cloud Minders	dehumanization	major	520	Troglytes				
TOS3x19	TOS	The Cloud Minders	terrorism	major	394	Troglytes organised terrorit opposition to city dweller oppression				
TOS3x19	TOS	The Cloud Minders	social inequality	major	697	city dwellers vs. Troglytes				
TOS3x19	TOS	The Cloud Minders	civilization vs. savagery	major	167	who is really the monster here?				
TOS3x19	TOS	The Cloud Minders	terrorist or freedom fighter	major	435	Troglyte point of view				
TOS3x19	TOS	The Cloud Minders	choosing between just causes	major	452	Kirk between Troglyte and city dweller interests	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	dealing with terrorists	major	343	Kirk and Plasus with Troglytes	James T. Kirk, Plasus	individual		
TOS3x19	TOS	The Cloud Minders	institutionalized slavery	major	841	Troglytes were to the cloud dwellers				
TOS3x19	TOS	The Cloud Minders	anti-intellectualism in society	minor	591	Troglytes vandalised work of art on Floating City				
TOS3x19	TOS	The Cloud Minders	infatuation	minor	110	Spock/Droxine	Spock/Droxine	dyad		
TOS3x19	TOS	The Cloud Minders	justification for torture	minor	845	Troglytes were tortured				
TOS3x19	TOS	The Cloud Minders	Prime Directive	minor	138	should Kirk interfere with how Plasus deals with Troglytes	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	the ethics of the Prime Directive	minor	142	should Kirk interfere with how Plasus deals with Troglytes	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	having a preconception challenged	minor	271	Droxine	Droxine	individual		
TOS3x19	TOS	The Cloud Minders	trust in a potential foe	minor	174	Kirk asked Vanna to trust him about the masks	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	father and daughter	minor	247	Plasus/Droxine	Plasus/Droxine	dyad		
TOS3x19	TOS	The Cloud Minders	humanoid evolution	minor	657	city dwellers and Troglytes were same species				
TOS3x19	TOS	The Cloud Minders	art appreciation	minor	593	Plasus appaled by Troglyte lack of respect for art	Plasus	individual		
TOS3x19	TOS	The Cloud Minders	the end justifies the means	minor	709	Kirk with Vanna and Plasus in the mine				
TOS3x19	TOS	The Cloud Minders	botanical plague	minor	1070	Federation needed zenite consignment to fight botanical plague				
TOS3x19	TOS	The Cloud Minders	caste system	minor	604	Troglytes were the low cast				
TOS3x19	TOS	The Cloud Minders	vandalism	minor	1481	Troglyte destroyed work of art				
TOS3x19	TOS	The Cloud Minders	clash of wills	minor	93	Kirk/Plasus	Kirk/Plasus	dyad		
TOS3x19	TOS	The Cloud Minders	what if I had to fight to the death	minor	232	Kirk and Plasus	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	facing a fight to the death	minor	227	Kirk and Plasus	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	admiration	minor	116	Droxine at Spock	Droxine	individual		
TOS3x19	TOS	The Cloud Minders	anger	minor	86	Plasus at Kirk	Plasus	individual		
TOS3x19	TOS	The Cloud Minders	annoyance	minor	57	Plasus at Kirk	Plasus	individual		
TOS3x19	TOS	The Cloud Minders	disgust	minor	120	Kirk for cloud city society	James T. Kirk	individual		
TOS3x19	TOS	The Cloud Minders	interest	minor	95	Droxine in Spock	Droxine	individual		
TOS3x19	TOS	The Cloud Minders	lust	minor	69	Droxine at Spock	Droxine	individual		
TOS3x19	TOS	The Cloud Minders	rage	minor	92	Kirk and Plasus	James T. Kirk, Plasus	individual		
TOS3x19	TOS	The Cloud Minders	serenity	minor	108	cloud minders				
TOS3x19	TOS	The Cloud Minders	wrath	minor	56	Plasus and Kirk in the mines	James T. Kirk, Plasus	individual		
TOS3x19	TOS	The Cloud Minders	enlightened dictatorship	minor	634	Plasus				
TOS3x20	TOS	The Way to Eden	space hippies	choice	1376	motley crew of hippies led by the evil Doctor Sevrin				
TOS3x20	TOS	The Way to Eden	order vs. freedom	choice	286	Federation order vs. hippie paradise on mythical planet				
TOS3x20	TOS	The Way to Eden	the hippie movement	choice	947	it was the 1960s				
TOS3x20	TOS	The Way to Eden	cultural differences	major	100	Kirk vs. hippies				
TOS3x20	TOS	The Way to Eden	obsession	major	141	Sevrin	Sevrin	individual		
TOS3x20	TOS	The Way to Eden	obsession with a life-dedicated project	major	199	Servin	Sevrin	individual		
TOS3x20	TOS	The Way to Eden	social activism	major	696	the space hippies				
TOS3x20	TOS	The Way to Eden	opposition to authority	major	882	the space hippies of Kirk				
TOS3x20	TOS	The Way to Eden	neo-luddist utopia	major	549	hippies on planet Eden				
TOS3x20	TOS	The Way to Eden	coping with a terminal illness	major	372	Servin	Sevrin	individual		
TOS3x20	TOS	The Way to Eden	the promised land	major	956	the space hippies sought in the form of the planet Eden				
TOS3x20	TOS	The Way to Eden	neo-luddism	major	385	space hippies advocated				
TOS3x20	TOS	The Way to Eden	sloth	major	162	space hippies				
TOS3x20	TOS	The Way to Eden	hedonism	major	168	space hippies				
TOS3x20	TOS	The Way to Eden	reconciliation	minor	185	Chekov/Irena	Chekov/Irina Galiulin	dyad		
TOS3x20	TOS	The Way to Eden	planet hunting	minor	1293	Spock sought Eden using Enterprise equipment				
TOS3x20	TOS	The Way to Eden	nepotism	minor	1261	did they get away because of a guys father?				
TOS3x20	TOS	The Way to Eden	youthful indiscretion	minor	586	mentioned as a good thing several times				
TOS3x20	TOS	The Way to Eden	integrity	minor	193	Chekov apologizing	Chekov	individual		
TOS3x20	TOS	The Way to Eden	conformism in society	minor	1090	space hippies point out that Kirk is a conformist				
TOS3x20	TOS	The Way to Eden	old flames	minor	273	Chekov/Irena	Chekov/Irina Galiulin	dyad		
TOS3x20	TOS	The Way to Eden	love vs. career	minor	424	Chekov chose career over Irina	Chekov	individual		
TOS3x20	TOS	The Way to Eden	passive resistance	minor	890	space hippies of Kirk				
TOS3x20	TOS	The Way to Eden	duty vs. compassion	minor	235	how to treat someone with a contagious disease				
TOS3x20	TOS	The Way to Eden	the need for freedom	minor	187	space hippies				
TOS3x20	TOS	The Way to Eden	facing a ship takeover	minor	246	space hippies				
TOS3x20	TOS	The Way to Eden	conflict of moral codes	minor	241	Kirk vs. hippies				
TOS3x20	TOS	The Way to Eden	annoyance	minor	57	Kirk at space hippies during protest in transporter room	James T. Kirk	individual		
TOS3x20	TOS	The Way to Eden	distraction	minor	148	space hippies distract crew and take over ship				
TOS3x20	TOS	The Way to Eden	hospitality	minor	104	crew to space hippies				
TOS3x20	TOS	The Way to Eden	interest	minor	95	Spock in planet Eden legend	Spock	individual		
TOS3x20	TOS	The Way to Eden	joy	minor	140	space hippies when singing				
TOS3x20	TOS	The Way to Eden	kindness	minor	81	Spock to space hippies	Spock	individual		
TOS3x20	TOS	The Way to Eden	personal conviction	minor	126	space hippies				
TOS3x20	TOS	The Way to Eden	serenity	minor	108	space hippies				
TOS3x20	TOS	The Way to Eden	trust	minor	231	space hippies in Severin				
TOS3x20	TOS	The Way to Eden	trust in a leader	minor	495	space hippies in Severin				
TOS3x20	TOS	The Way to Eden	vigilance	minor	71	space hippies aboard the ship				
TOS3x20	TOS	The Way to Eden	irreverence	minor	844	space hippies				
TOS3x21	TOS	Requiem for Methuselah	immortal secretly living among us	choice	1202	Flint lived on Earth for thousands of years				
TOS3x21	TOS	Requiem for Methuselah	android	choice	113	Rayna				
TOS3x21	TOS	Requiem for Methuselah	infatuation	choice	110	Kirk and Rayna	Kirk/Rayna Kapec	dyad		
TOS3x21	TOS	Requiem for Methuselah	can machines have souls	choice	601	was Rayna really everything a human was and more?				
TOS3x21	TOS	Requiem for Methuselah	withdrawal from society	choice	999	Flint	Flint	individual		
TOS3x21	TOS	Requiem for Methuselah	jealousy	major	112	Flint and Kirk mutual	James T. Kirk, Flint	individual		
